city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,50-99,Pvt Ltd,5.0,33,0.0
city_90,0.698,Male,No relevent experience,Full time course,High School,Unknown,2.0,<10,Early Stage Startup,0.0,43,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,100-500,Pvt Ltd,5.0,39,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,0.0,Unknown,Unknown,0.0,4,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,15.0,10/49,Funded Startup,2.0,112,0.0
city_11,0.55,Unknown,Has relevent experience,Full time course,Primary School,Unknown,0.0,<10,Early Stage Startup,0.0,62,1.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,11.0,10000+,Pvt Ltd,5.0,52,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,10000+,Pvt Ltd,5.0,70,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,100-500,Pvt Ltd,5.0,30,0.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8.0,Unknown,Unknown,1.0,52,1.0
city_136,0.897,Unknown,Has relevent experience,Part time course,Graduate,STEM,4.0,Unknown,Unknown,1.0,106,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4.0,10/49,Unknown,1.0,22,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5.0,Unknown,Unknown,1.0,58,1.0
city_90,0.698,Unknown,No relevent experience,Full time course,Graduate,STEM,2.0,100-500,Pvt Ltd,0.0,145,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,21.0,50-99,Pvt Ltd,1.0,9,0.0
city_131,0.68,Male,No relevent experience,no_enrollment,Graduate,STEM,10.0,5000-9999,Pvt Ltd,2.0,32,0.0
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,4.0,Unknown,Public Sector,1.0,184,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14.0,10/49,Funded Startup,0.0,4,0.0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,Unknown,Unknown,5.0,298,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,21.0,100-500,Pvt Ltd,5.0,57,0.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,10/49,Pvt Ltd,5.0,14,0.0
city_141,0.763,Male,Has relevent experience,Full time course,Masters,STEM,2.0,50-99,Pvt Ltd,0.0,55,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Phd,STEM,14.0,500-999,Public Sector,1.0,46,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,10/49,Pvt Ltd,1.0,43,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,1000-4999,Pvt Ltd,5.0,61,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,500-999,Pvt Ltd,2.0,26,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,7.0,10000+,Pvt Ltd,2.0,37,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4.0,100-500,Pvt Ltd,1.0,60,0.0
city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9.0,Unknown,Unknown,5.0,96,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,10/49,Funded Startup,2.0,53,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,Unknown,Unknown,4.0,Unknown,Unknown,0.0,41,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,500-999,Pvt Ltd,0.0,242,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,100-500,Pvt Ltd,1.0,102,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6.0,Unknown,Unknown,1.0,18,0.0
city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,Unknown,Unknown,1.0,50,1.0
city_46,0.762,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4.0,Unknown,Unknown,0.0,51,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,21.0,50-99,Pvt Ltd,3.0,28,0.0
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2.0,<10,Pvt Ltd,1.0,11,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7.0,1000-4999,Pvt Ltd,4.0,33,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,10000+,Pvt Ltd,2.0,70,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21.0,Unknown,Unknown,2.0,51,0.0
city_11,0.55,Male,No relevent experience,Full time course,High School,Unknown,2.0,Unknown,Unknown,1.0,10,0.0
city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,7.0,100-500,Pvt Ltd,3.0,8,0.0
city_89,0.925,Female,Has relevent experience,no_enrollment,Masters,STEM,19.0,10000+,Pvt Ltd,0.0,24,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,10000+,Pvt Ltd,3.0,20,0.0
city_45,0.89,Unknown,Has relevent experience,Full time course,High School,Unknown,6.0,50-99,Pvt Ltd,1.0,36,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,50-99,Pvt Ltd,2.0,56,0.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9.0,50-99,Pvt Ltd,0.0,17,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,18.0,Unknown,Unknown,1.0,59,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,19.0,Unknown,Unknown,1.0,56,0.0
city_159,0.843,Unknown,No relevent experience,Full time course,Graduate,STEM,5.0,Unknown,Unknown,0.0,13,1.0
city_16,0.91,Unknown,No relevent experience,Full time course,Graduate,STEM,2.0,Unknown,Unknown,1.0,42,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,18.0,50-99,Pvt Ltd,1.0,10,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,Unknown,Unknown,1.0,130,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,100-500,Pvt Ltd,3.0,108,0.0
city_136,0.897,Male,No relevent experience,Full time course,Masters,Business Degree,5.0,Unknown,Unknown,1.0,21,0.0
city_90,0.698,Unknown,Has relevent experience,Full time course,Graduate,STEM,4.0,Unknown,Unknown,1.0,26,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17.0,50-99,Funded Startup,1.0,81,1.0
city_91,0.691,Unknown,Has relevent experience,Full time course,Graduate,STEM,3.0,100-500,Public Sector,2.0,26,0.0
city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,1.0,500-999,Pvt Ltd,0.0,46,0.0
city_67,0.855,Other,Has relevent experience,Full time course,Masters,STEM,7.0,Unknown,Unknown,1.0,24,0.0
city_21,0.624,Unknown,No relevent experience,Unknown,Graduate,STEM,4.0,Unknown,Unknown,0.0,7,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,High School,Unknown,0.0,Unknown,Pvt Ltd,0.0,23,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,1000-4999,Public Sector,3.0,57,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,10000+,Pvt Ltd,1.0,77,0.0
city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3.0,10000+,Pvt Ltd,1.0,24,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,1.0,50-99,Pvt Ltd,1.0,8,1.0
city_16,0.91,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,3.0,Unknown,Unknown,0.0,48,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,1.0,1000-4999,Public Sector,1.0,46,0.0
city_103,0.92,Unknown,Has relevent experience,Full time course,High School,Unknown,6.0,Unknown,Unknown,2.0,8,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,Unknown,Unknown,2.0,152,1.0
city_114,0.926,Unknown,No relevent experience,no_enrollment,Masters,Other,7.0,10000+,Pvt Ltd,1.0,19,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,500-999,Pvt Ltd,4.0,21,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,High School,Unknown,5.0,10000+,Pvt Ltd,0.0,210,0.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,Unknown,Unknown,1.0,28,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3.0,50-99,Pvt Ltd,1.0,10,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,21.0,Unknown,Unknown,1.0,170,1.0
city_102,0.804,Female,No relevent experience,no_enrollment,Graduate,STEM,18.0,100-500,Pvt Ltd,5.0,72,0.0
city_64,0.6659999999999999,Unknown,No relevent experience,no_enrollment,Graduate,STEM,3.0,Unknown,Unknown,3.0,44,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,20.0,1000-4999,NGO,5.0,69,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,100-500,Pvt Ltd,1.0,22,0.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,100-500,Pvt Ltd,1.0,36,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6.0,10/49,Pvt Ltd,0.0,22,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,Unknown,Unknown,1.0,89,1.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,21.0,10000+,Pvt Ltd,0.0,57,0.0
city_104,0.924,Male,No relevent experience,no_enrollment,Phd,STEM,16.0,100-500,Pvt Ltd,1.0,332,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,50-99,Early Stage Startup,1.0,88,0.0
city_142,0.727,Male,No relevent experience,Full time course,Primary School,Unknown,7.0,Unknown,Unknown,1.0,22,1.0
city_45,0.89,Unknown,No relevent experience,no_enrollment,Graduate,STEM,5.0,1000-4999,Pvt Ltd,0.0,29,0.0
city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5.0,100-500,Pvt Ltd,2.0,23,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,100-500,Early Stage Startup,2.0,51,1.0
city_10,0.895,Male,Has relevent experience,Part time course,High School,Unknown,6.0,1000-4999,Pvt Ltd,4.0,22,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,100-500,Pvt Ltd,4.0,35,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,10/49,Unknown,2.0,15,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3.0,10000+,Pvt Ltd,1.0,27,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,50-99,Early Stage Startup,0.0,314,0.0
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,21.0,50-99,Pvt Ltd,4.0,54,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2.0,10000+,Pvt Ltd,1.0,14,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,19.0,50-99,Pvt Ltd,1.0,25,0.0
city_97,0.925,Female,Has relevent experience,no_enrollment,Phd,STEM,21.0,100-500,Funded Startup,2.0,28,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,10/49,Funded Startup,1.0,57,0.0
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19.0,<10,Pvt Ltd,1.0,334,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,10000+,Pvt Ltd,5.0,56,0.0
city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,15.0,<10,Pvt Ltd,5.0,114,0.0
city_74,0.579,Unknown,Has relevent experience,Part time course,Graduate,STEM,3.0,<10,Pvt Ltd,1.0,20,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,21.0,Unknown,Unknown,5.0,32,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,100-500,Pvt Ltd,2.0,7,0.0
city_65,0.802,Male,Has relevent experience,Full time course,Graduate,Other,3.0,Unknown,Unknown,1.0,25,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,Unknown,Unknown,5.0,86,1.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,50-99,Funded Startup,4.0,99,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8.0,10000+,Pvt Ltd,2.0,20,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,High School,Unknown,8.0,10000+,Pvt Ltd,5.0,188,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,500-999,Pvt Ltd,2.0,110,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8.0,50-99,Unknown,3.0,57,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.0,<10,Public Sector,1.0,38,1.0
city_20,0.7959999999999999,Unknown,Has relevent experience,Part time course,Graduate,STEM,6.0,50-99,Funded Startup,1.0,18,0.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4.0,5000-9999,Pvt Ltd,1.0,28,0.0
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,11.0,1000-4999,Pvt Ltd,2.0,8,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,0.0,10/49,Unknown,1.0,100,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.0,10000+,Pvt Ltd,1.0,8,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,10/49,Pvt Ltd,2.0,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,500-999,Unknown,2.0,55,0.0
city_114,0.926,Male,Has relevent experience,Full time course,High School,Unknown,5.0,50-99,Public Sector,2.0,163,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,10000+,Pvt Ltd,4.0,51,0.0
city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,15.0,100-500,Public Sector,1.0,106,0.0
city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,2.0,Unknown,Unknown,1.0,45,1.0
city_138,0.836,Unknown,No relevent experience,Full time course,Masters,STEM,4.0,Unknown,Unknown,1.0,15,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9.0,Unknown,Unknown,1.0,28,0.0
city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,17.0,Unknown,Unknown,2.0,19,0.0
city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,5.0,Unknown,Public Sector,1.0,86,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,100-500,Pvt Ltd,5.0,140,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,50-99,Pvt Ltd,2.0,26,1.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,5000-9999,Pvt Ltd,1.0,141,0.0
city_79,0.698,Unknown,No relevent experience,Part time course,Graduate,STEM,4.0,Unknown,Unknown,0.0,46,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5.0,10000+,Pvt Ltd,1.0,17,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,2.0,50-99,Pvt Ltd,0.0,48,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,<10,Early Stage Startup,1.0,324,0.0
city_173,0.878,Male,No relevent experience,Unknown,Unknown,Unknown,6.0,Unknown,Unknown,1.0,60,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5.0,Unknown,Unknown,1.0,89,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,100-500,Pvt Ltd,2.0,134,0.0
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,100-500,Pvt Ltd,4.0,84,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7.0,10000+,Pvt Ltd,1.0,9,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,21.0,10000+,Pvt Ltd,2.0,36,0.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,7.0,10000+,Pvt Ltd,2.0,31,0.0
city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,1.0,Unknown,Other,0.0,26,0.0
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,10000+,Pvt Ltd,2.0,10,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,<10,Pvt Ltd,4.0,210,0.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7.0,10/49,Pvt Ltd,2.0,136,1.0
city_103,0.92,Female,No relevent experience,Part time course,Masters,Humanities,21.0,10000+,Pvt Ltd,5.0,9,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,Unknown,Unknown,2.0,20,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,50-99,Pvt Ltd,1.0,86,0.0
city_78,0.579,Unknown,No relevent experience,Full time course,Graduate,Humanities,1.0,Unknown,Unknown,0.0,118,0.0
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11.0,Unknown,Unknown,4.0,52,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21.0,Unknown,Unknown,5.0,66,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,100-500,Pvt Ltd,1.0,5,0.0
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2.0,Unknown,Unknown,1.0,56,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4.0,10000+,Pvt Ltd,1.0,57,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,Unknown,1.0,Unknown,Unknown,0.0,85,0.0
city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,3.0,<10,Funded Startup,1.0,10,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,50-99,Pvt Ltd,5.0,86,0.0
city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,6.0,10/49,Unknown,1.0,3,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,Other,18.0,10000+,Unknown,1.0,44,0.0
city_138,0.836,Male,No relevent experience,no_enrollment,Primary School,Unknown,1.0,Unknown,Unknown,0.0,34,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,15.0,100-500,Pvt Ltd,1.0,84,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,10/49,Unknown,2.0,91,0.0
city_83,0.923,Male,Has relevent experience,Full time course,High School,Unknown,9.0,Unknown,Unknown,1.0,56,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9.0,1000-4999,Unknown,1.0,15,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14.0,100-500,NGO,1.0,44,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,50-99,Pvt Ltd,5.0,9,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,High School,Unknown,1.0,Unknown,Unknown,0.0,104,1.0
city_84,0.698,Male,No relevent experience,Full time course,Graduate,STEM,1.0,Unknown,Unknown,1.0,81,1.0
city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,10/49,Pvt Ltd,1.0,118,1.0
city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,3.0,Unknown,Unknown,0.0,94,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,10000+,Pvt Ltd,1.0,14,0.0
city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4.0,<10,Pvt Ltd,1.0,141,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14.0,50-99,Pvt Ltd,4.0,334,0.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7.0,1000-4999,Pvt Ltd,1.0,148,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10.0,Unknown,Unknown,5.0,81,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,21.0,10000+,Pvt Ltd,4.0,14,0.0
city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,10/49,Pvt Ltd,0.0,62,0.0
city_11,0.55,Female,No relevent experience,Full time course,Graduate,STEM,4.0,Unknown,Unknown,0.0,25,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,1000-4999,Public Sector,1.0,26,0.0
city_67,0.855,Male,No relevent experience,no_enrollment,High School,Unknown,3.0,Unknown,Unknown,0.0,12,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,Unknown,Unknown,5.0,84,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,Unknown,2.0,Unknown,Unknown,0.0,20,1.0
city_54,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,15.0,<10,Pvt Ltd,3.0,332,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,500-999,Pvt Ltd,2.0,97,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11.0,Unknown,Unknown,4.0,130,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,10000+,Pvt Ltd,2.0,124,0.0
city_102,0.804,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,16.0,<10,Pvt Ltd,5.0,258,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,50-99,Pvt Ltd,0.0,26,1.0
city_149,0.6890000000000001,Unknown,No relevent experience,no_enrollment,Unknown,Unknown,2.0,Unknown,Unknown,0.0,21,0.0
city_150,0.698,Male,Has relevent experience,no_enrollment,Unknown,Unknown,11.0,Unknown,Unknown,1.0,190,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,10000+,Public Sector,1.0,5,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,10000+,Pvt Ltd,1.0,3,0.0
city_99,0.915,Male,No relevent experience,Full time course,High School,Unknown,4.0,Unknown,Unknown,1.0,192,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7.0,Unknown,Unknown,2.0,53,0.0
city_116,0.743,Unknown,Has relevent experience,Full time course,Masters,STEM,2.0,50-99,Pvt Ltd,1.0,4,0.0
city_40,0.7759999999999999,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8.0,500-999,Pvt Ltd,0.0,101,0.0
city_116,0.743,Unknown,No relevent experience,no_enrollment,Masters,Humanities,2.0,Unknown,Unknown,1.0,198,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,50-99,Pvt Ltd,5.0,66,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6.0,500-999,Pvt Ltd,2.0,224,1.0
city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,10/49,Pvt Ltd,1.0,45,0.0
city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,1.0,Unknown,Unknown,1.0,206,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5.0,50-99,Pvt Ltd,1.0,264,0.0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Unknown,Unknown,6.0,50-99,Public Sector,2.0,23,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21.0,Unknown,Unknown,5.0,48,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,10/49,Pvt Ltd,2.0,66,0.0
city_103,0.92,Unknown,Has relevent experience,Unknown,Graduate,STEM,3.0,50-99,Funded Startup,1.0,52,0.0
city_67,0.855,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10.0,10000+,Pvt Ltd,2.0,35,0.0
city_36,0.893,Unknown,No relevent experience,Full time course,Primary School,Unknown,3.0,Unknown,Unknown,1.0,22,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,Unknown,Unknown,1.0,22,1.0
city_131,0.68,Male,Has relevent experience,no_enrollment,Masters,STEM,12.0,1000-4999,Pvt Ltd,1.0,21,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,8.0,50-99,Funded Startup,1.0,89,0.0
city_21,0.624,Unknown,No relevent experience,Part time course,Graduate,STEM,7.0,5000-9999,Pvt Ltd,2.0,109,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9.0,10000+,Pvt Ltd,5.0,91,1.0
city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,3.0,500-999,Pvt Ltd,2.0,61,0.0
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,21.0,100-500,Pvt Ltd,5.0,146,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,10/49,Pvt Ltd,2.0,202,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16.0,<10,Pvt Ltd,5.0,39,0.0
city_46,0.762,Male,No relevent experience,Part time course,High School,Unknown,3.0,Unknown,Unknown,0.0,72,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5.0,<10,Funded Startup,1.0,60,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11.0,1000-4999,Pvt Ltd,1.0,134,0.0
city_100,0.887,Male,Has relevent experience,Part time course,Masters,Humanities,9.0,<10,Unknown,1.0,24,0.0
city_39,0.898,Male,Has relevent experience,no_enrollment,Graduate,STEM,18.0,500-999,Pvt Ltd,1.0,220,0.0
city_36,0.893,Unknown,Has relevent experience,Full time course,Graduate,STEM,0.0,500-999,Pvt Ltd,1.0,50,0.0
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,6.0,<10,Pvt Ltd,5.0,14,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,17.0,10000+,Pvt Ltd,1.0,12,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,High School,Unknown,5.0,Unknown,Unknown,0.0,66,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Other,21.0,Unknown,Unknown,2.0,41,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9.0,10000+,Pvt Ltd,0.0,80,1.0
