city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
6,0.924,1,0,3,2,5,21.0,3,5,1.0,17,0.0
2,0.887,1,0,1,2,5,6.0,4,5,3.0,79,0.0
101,0.754,3,0,3,2,5,21.0,0,6,0.0,89,0.0
13,0.926,1,0,0,1,6,18.0,0,6,1.0,43,0.0
55,0.878,1,0,3,3,5,19.0,6,5,5.0,56,0.0
49,0.92,1,0,3,2,5,6.0,3,0,1.0,222,0.0
64,0.624,1,1,3,3,5,3.0,8,5,3.0,28,1.0
26,0.8270000000000001,1,0,3,2,5,10.0,3,5,1.0,55,0.0
5,0.92,1,0,3,2,1,9.0,4,5,1.0,17,0.0
2,0.887,3,0,3,2,5,10.0,3,5,2.0,69,0.0
89,0.866,1,0,3,2,5,14.0,4,1,1.0,10,0.0
15,0.743,1,0,0,3,5,21.0,6,5,1.0,70,0.0
7,0.794,3,0,3,3,5,21.0,0,6,0.0,4,0.0
5,0.92,1,0,3,3,5,21.0,0,6,1.0,22,1.0
48,0.91,1,0,3,2,5,2.0,8,5,2.0,155,0.0
103,0.939,1,0,3,2,5,5.0,6,5,1.0,18,0.0
13,0.926,1,1,0,2,5,14.0,1,0,1.0,28,1.0
4,0.804,3,1,0,2,5,7.0,0,6,0.0,5,1.0
116,0.698,1,0,3,2,5,21.0,6,5,2.0,42,0.0
48,0.91,1,0,3,2,5,15.0,3,5,1.0,4,0.0
2,0.887,1,0,3,2,5,21.0,0,6,1.0,90,0.0
26,0.8270000000000001,1,0,3,4,5,18.0,3,5,2.0,18,0.0
64,0.624,1,0,0,3,5,11.0,4,5,4.0,7,1.0
64,0.624,1,0,3,2,5,3.0,8,5,2.0,45,1.0
61,0.682,1,0,3,2,5,5.0,4,5,1.0,63,0.0
64,0.624,3,0,3,3,0,6.0,2,5,1.0,21,1.0
64,0.624,3,1,3,3,5,0.0,4,2,1.0,156,1.0
48,0.91,1,0,3,3,5,12.0,2,5,2.0,77,0.0
41,0.6890000000000001,1,0,3,2,5,5.0,5,1,2.0,122,0.0
112,0.923,1,1,3,2,5,14.0,6,5,5.0,84,0.0
13,0.926,1,1,3,3,5,21.0,3,5,5.0,40,0.0
112,0.923,1,0,1,2,5,5.0,6,5,5.0,70,1.0
30,0.897,1,0,3,3,5,19.0,5,5,4.0,88,1.0
99,0.884,1,0,3,3,5,8.0,5,5,2.0,153,0.0
13,0.926,1,1,0,1,6,5.0,3,5,5.0,160,0.0
30,0.897,1,0,3,3,5,11.0,3,6,2.0,16,0.0
85,0.8959999999999999,1,0,3,3,5,13.0,6,4,5.0,224,0.0
24,0.527,1,0,3,2,5,11.0,1,5,5.0,45,0.0
48,0.91,1,0,3,3,5,3.0,3,5,1.0,69,0.0
99,0.884,1,1,3,3,5,6.0,2,5,3.0,6,0.0
5,0.92,1,0,3,1,6,11.0,4,5,5.0,119,0.0
2,0.887,1,0,3,3,5,10.0,6,5,0.0,53,1.0
64,0.624,0,0,3,2,5,6.0,0,5,1.0,9,1.0
55,0.878,1,0,3,2,5,16.0,2,5,5.0,54,0.0
5,0.92,1,1,0,2,5,6.0,0,4,1.0,116,1.0
26,0.8270000000000001,3,0,3,3,5,4.0,1,1,2.0,26,0.0
85,0.8959999999999999,1,1,3,3,2,0.0,2,2,1.0,9,1.0
114,0.925,1,0,3,2,5,12.0,3,6,1.0,78,0.0
5,0.92,1,0,3,2,0,4.0,4,5,3.0,50,0.0
116,0.698,1,1,0,3,5,5.0,0,6,2.0,20,0.0
13,0.926,3,0,3,2,5,8.0,8,5,1.0,47,0.0
5,0.92,0,0,0,2,5,7.0,3,5,1.0,56,0.0
48,0.91,3,1,3,1,6,1.0,0,6,0.0,125,0.0
5,0.92,0,0,3,2,0,15.0,5,6,2.0,50,0.0
6,0.924,0,0,3,3,2,2.0,3,1,1.0,28,0.0
64,0.624,1,0,3,2,5,5.0,4,5,1.0,130,1.0
64,0.624,3,1,0,2,5,2.0,0,6,0.0,58,1.0
5,0.92,1,0,3,2,5,8.0,3,5,2.0,19,0.0
4,0.804,3,1,0,2,5,3.0,3,5,1.0,47,0.0
112,0.923,1,0,3,3,2,13.0,6,5,1.0,46,0.0
64,0.624,1,0,3,2,5,4.0,4,5,2.0,78,0.0
6,0.924,1,0,3,2,5,16.0,6,5,2.0,32,0.0
5,0.92,1,0,3,2,5,1.0,4,5,1.0,62,1.0
70,0.939,1,0,3,2,5,11.0,3,5,1.0,96,0.0
106,0.579,1,0,3,2,5,5.0,2,1,2.0,20,1.0
13,0.926,3,1,0,2,5,13.0,0,5,0.0,34,0.0
5,0.92,0,0,3,2,5,1.0,8,5,1.0,30,0.0
13,0.926,1,0,1,2,5,13.0,3,5,1.0,38,0.0
26,0.8270000000000001,0,0,3,3,5,10.0,3,5,4.0,26,0.0
31,0.836,1,1,3,-1,6,16.0,3,6,0.0,156,0.0
48,0.91,1,0,3,2,5,15.0,4,5,3.0,162,0.0
6,0.924,1,0,3,2,2,14.0,3,5,1.0,29,0.0
48,0.91,0,1,0,1,6,2.0,3,6,1.0,32,0.0
30,0.897,1,0,3,4,5,21.0,0,6,5.0,52,0.0
49,0.92,1,1,0,1,6,6.0,0,6,0.0,21,0.0
112,0.923,0,0,3,2,4,10.0,0,6,5.0,160,1.0
122,0.915,1,0,3,2,2,3.0,3,5,2.0,68,0.0
99,0.884,1,0,3,3,5,16.0,3,6,2.0,31,0.0
13,0.926,3,1,0,1,6,0.0,0,6,0.0,50,0.0
64,0.624,1,0,0,2,5,6.0,4,5,2.0,13,1.0
30,0.897,3,1,2,1,6,5.0,0,6,0.0,55,0.0
5,0.92,1,0,3,2,5,3.0,4,1,1.0,109,1.0
64,0.624,3,0,0,3,5,21.0,0,6,5.0,6,1.0
5,0.92,1,0,3,2,5,21.0,6,5,1.0,54,0.0
30,0.897,3,0,3,2,5,16.0,0,6,0.0,152,0.0
5,0.92,1,0,3,2,5,14.0,7,5,5.0,182,0.0
5,0.92,1,0,3,2,2,11.0,4,1,2.0,45,0.0
49,0.92,0,0,3,2,5,10.0,2,5,4.0,101,1.0
5,0.92,3,1,2,-1,6,2.0,0,6,0.0,68,0.0
98,0.698,1,0,3,-1,6,6.0,0,6,5.0,52,0.0
48,0.91,1,1,3,2,4,0.0,5,5,1.0,16,0.0
64,0.624,1,0,3,2,5,14.0,5,5,1.0,4,0.0
64,0.624,1,0,0,3,5,3.0,3,5,1.0,45,0.0
103,0.939,1,0,3,3,5,1.0,1,1,1.0,53,1.0
5,0.92,1,0,3,2,5,5.0,7,5,1.0,45,0.0
48,0.91,1,0,3,2,5,5.0,5,5,0.0,66,0.0
49,0.92,1,0,3,2,5,5.0,5,5,0.0,160,0.0
13,0.926,3,0,3,3,5,21.0,7,5,1.0,138,0.0
82,0.89,1,0,0,2,5,5.0,0,6,1.0,31,0.0
99,0.884,1,0,3,2,5,5.0,8,3,1.0,149,0.0
64,0.624,1,0,3,3,5,6.0,4,1,1.0,15,1.0
5,0.92,1,0,3,0,6,5.0,6,5,0.0,31,0.0
5,0.92,1,1,0,2,5,6.0,0,6,0.0,2,1.0
33,0.698,3,0,3,2,5,16.0,7,5,2.0,72,0.0
13,0.926,1,1,1,2,1,0.0,8,5,2.0,14,0.0
5,0.92,1,0,3,2,5,21.0,6,5,5.0,9,0.0
5,0.92,3,0,3,2,2,3.0,0,6,1.0,58,1.0
13,0.926,3,0,3,-1,6,21.0,1,5,0.0,97,0.0
41,0.6890000000000001,1,0,3,2,5,8.0,0,6,2.0,135,0.0
101,0.754,1,0,3,2,5,5.0,0,6,1.0,24,1.0
61,0.682,1,0,3,2,5,21.0,0,6,1.0,31,0.0
116,0.698,3,0,1,3,5,6.0,0,6,1.0,116,1.0
43,0.698,3,0,0,3,5,12.0,0,6,1.0,44,0.0
30,0.897,3,0,3,3,5,5.0,8,5,4.0,102,0.0
53,0.921,1,1,0,2,5,10.0,6,4,1.0,48,0.0
30,0.897,1,0,3,2,5,15.0,6,5,5.0,36,0.0
93,0.6659999999999999,1,0,3,-1,6,7.0,2,5,1.0,122,0.0
5,0.92,1,1,3,3,5,21.0,0,6,5.0,56,1.0
5,0.92,1,0,3,2,5,15.0,7,5,3.0,62,0.0
89,0.866,1,0,3,2,5,11.0,1,5,1.0,143,0.0
11,0.55,3,0,3,2,5,5.0,3,5,1.0,30,1.0
95,0.855,1,0,0,2,5,4.0,3,5,1.0,25,0.0
5,0.92,3,0,3,2,5,13.0,8,5,4.0,10,1.0
77,0.7759999999999999,1,0,0,2,5,3.0,3,5,1.0,9,0.0
5,0.92,1,1,3,-1,6,1.0,0,6,0.0,25,0.0
102,0.579,1,0,3,2,5,10.0,4,5,2.0,79,0.0
5,0.92,3,0,3,3,1,4.0,0,6,1.0,73,1.0
64,0.624,3,0,3,2,5,4.0,4,2,1.0,258,0.0
64,0.624,1,1,3,3,5,7.0,8,5,1.0,28,0.0
64,0.624,1,1,0,2,5,3.0,4,5,3.0,19,1.0
49,0.92,1,1,3,2,5,21.0,3,5,5.0,216,1.0
5,0.92,1,1,3,2,5,5.0,0,6,0.0,6,1.0
64,0.624,3,1,0,3,5,9.0,4,5,0.0,5,1.0
48,0.91,1,0,3,2,5,18.0,0,6,5.0,24,0.0
11,0.55,3,0,0,2,5,4.0,4,5,1.0,106,0.0
95,0.855,3,1,0,2,5,5.0,0,6,3.0,54,1.0
5,0.92,1,0,3,2,5,21.0,4,5,5.0,24,0.0
2,0.887,1,0,0,2,5,10.0,4,5,5.0,116,0.0
29,0.698,3,1,0,1,6,3.0,0,5,0.0,64,0.0
49,0.92,1,0,3,2,5,4.0,2,6,1.0,106,0.0
64,0.624,1,1,0,2,5,2.0,0,6,0.0,51,0.0
5,0.92,1,0,3,3,5,21.0,6,5,1.0,40,0.0
48,0.91,1,0,3,2,5,10.0,3,5,1.0,26,0.0
65,0.899,3,0,2,2,1,2.0,0,6,1.0,28,0.0
116,0.698,0,0,3,3,5,6.0,2,6,1.0,178,0.0
39,0.555,1,1,0,2,5,7.0,2,5,1.0,102,1.0
31,0.836,1,0,3,3,5,15.0,3,5,2.0,124,0.0
30,0.897,1,0,3,3,5,15.0,4,5,5.0,34,0.0
120,0.925,3,0,3,2,5,11.0,2,0,1.0,46,0.0
30,0.897,1,0,0,3,5,13.0,0,6,1.0,18,0.0
13,0.926,1,0,3,3,5,21.0,3,5,1.0,16,0.0
5,0.92,1,0,3,2,5,4.0,3,2,2.0,158,0.0
6,0.924,1,1,0,1,6,4.0,6,5,1.0,102,1.0
65,0.899,1,0,3,3,5,6.0,8,5,1.0,37,0.0
97,0.647,3,1,3,2,5,1.0,0,6,0.0,33,0.0
5,0.92,1,0,3,2,5,21.0,0,6,1.0,3,1.0
13,0.926,1,0,3,-1,6,7.0,5,3,3.0,80,1.0
5,0.92,3,1,0,2,5,4.0,0,6,0.0,31,1.0
64,0.624,1,0,3,2,5,10.0,8,5,1.0,59,1.0
64,0.624,1,0,3,2,5,1.0,0,6,1.0,4,1.0
95,0.855,1,0,3,3,5,12.0,6,5,5.0,50,0.0
43,0.698,1,1,3,2,5,21.0,1,5,0.0,56,0.0
5,0.92,1,0,3,2,5,9.0,8,5,1.0,82,0.0
5,0.92,1,0,3,2,5,7.0,1,5,5.0,90,0.0
5,0.92,1,0,1,2,2,21.0,1,2,5.0,88,0.0
5,0.92,3,1,3,-1,6,4.0,0,6,0.0,46,0.0
64,0.624,1,0,0,3,5,4.0,3,5,1.0,28,1.0
104,0.698,1,0,0,2,5,6.0,6,5,2.0,56,0.0
88,0.7390000000000001,1,1,0,3,5,5.0,0,6,1.0,50,1.0
48,0.91,1,0,3,2,5,11.0,4,5,1.0,29,0.0
6,0.924,1,0,3,2,5,10.0,3,5,5.0,36,0.0
30,0.897,1,0,1,3,5,16.0,6,5,1.0,19,0.0
5,0.92,1,0,0,2,5,2.0,4,6,2.0,54,0.0
5,0.92,1,1,3,0,6,5.0,0,6,0.0,35,0.0
64,0.624,3,0,3,3,5,14.0,3,5,4.0,44,1.0
65,0.899,1,1,0,2,5,2.0,0,5,0.0,28,0.0
30,0.897,1,0,3,3,5,21.0,6,5,5.0,55,0.0
48,0.91,1,0,3,2,2,2.0,0,6,1.0,148,1.0
94,0.802,1,0,3,2,5,13.0,3,5,2.0,19,0.0
64,0.624,3,0,0,3,5,20.0,3,6,1.0,16,1.0
95,0.855,1,0,3,3,5,7.0,0,6,1.0,112,0.0
64,0.624,1,0,3,2,5,6.0,0,6,3.0,65,1.0
95,0.855,1,0,3,3,5,15.0,8,5,5.0,10,0.0
5,0.92,3,0,3,2,5,21.0,0,6,5.0,76,1.0
64,0.624,0,1,3,2,5,5.0,8,5,1.0,68,1.0
77,0.7759999999999999,1,0,3,2,5,5.0,1,5,1.0,4,0.0
64,0.624,0,0,3,-1,6,5.0,0,6,1.0,39,0.0
87,0.856,1,0,0,2,5,8.0,3,5,5.0,18,1.0
7,0.794,1,1,3,2,3,2.0,0,6,1.0,7,1.0
2,0.887,1,0,3,1,6,4.0,1,5,1.0,45,0.0
13,0.926,1,0,3,3,5,21.0,0,6,1.0,106,0.0
5,0.92,1,0,2,2,2,21.0,4,2,1.0,2,0.0
89,0.866,1,1,0,2,5,4.0,0,6,0.0,87,0.0
101,0.754,1,0,3,3,5,21.0,0,6,1.0,92,0.0
31,0.836,1,0,3,2,5,16.0,3,1,5.0,25,0.0
64,0.624,1,0,3,2,5,7.0,3,5,1.0,88,0.0
3,0.5579999999999999,1,0,3,2,5,3.0,3,5,1.0,26,1.0
6,0.924,1,1,3,3,5,11.0,4,6,1.0,8,0.0
101,0.754,1,1,0,2,5,3.0,0,6,0.0,39,1.0
64,0.624,1,0,3,3,5,4.0,6,5,3.0,157,1.0
13,0.926,1,0,3,2,5,21.0,4,5,5.0,72,0.0
101,0.754,1,0,1,2,5,7.0,0,6,1.0,290,1.0
36,0.727,1,0,2,2,5,6.0,0,6,1.0,122,1.0
49,0.92,1,0,3,2,5,21.0,0,6,3.0,48,1.0
78,0.8270000000000001,1,1,0,1,6,8.0,0,6,2.0,214,0.0
13,0.926,3,1,3,0,6,5.0,0,6,0.0,19,0.0
21,0.738,1,1,3,4,5,21.0,0,6,5.0,50,1.0
65,0.899,1,0,3,2,3,21.0,6,5,5.0,28,0.0
5,0.92,1,1,3,2,5,9.0,0,6,1.0,49,1.0
48,0.91,1,0,3,2,5,6.0,0,6,1.0,107,0.0
74,0.893,1,1,0,3,5,7.0,5,4,1.0,35,0.0
102,0.579,1,1,2,-1,6,1.0,0,6,1.0,4,0.0
4,0.804,3,1,2,2,5,8.0,4,5,1.0,16,1.0
5,0.92,1,1,3,3,2,15.0,3,1,2.0,8,0.0
11,0.55,1,0,0,2,5,4.0,2,5,1.0,26,1.0
64,0.624,1,1,3,1,6,0.0,0,6,0.0,23,0.0
85,0.8959999999999999,1,0,3,3,2,10.0,3,5,1.0,31,0.0
64,0.624,1,0,3,2,5,6.0,4,5,0.0,2,1.0
5,0.92,1,0,3,2,2,10.0,0,6,5.0,43,0.0
64,0.624,1,0,3,3,5,6.0,8,5,1.0,100,0.0
48,0.91,3,0,3,2,5,21.0,0,6,1.0,57,0.0
13,0.926,3,1,3,2,5,14.0,2,5,1.0,198,0.0
5,0.92,1,0,3,2,5,21.0,6,2,5.0,50,0.0
30,0.897,1,0,3,3,5,15.0,3,5,1.0,24,0.0
5,0.92,1,0,3,2,1,2.0,0,6,1.0,8,0.0
5,0.92,1,0,1,2,5,21.0,3,1,2.0,8,0.0
5,0.92,1,1,1,2,5,19.0,8,5,5.0,21,0.0
64,0.624,1,0,3,-1,6,7.0,0,6,1.0,272,1.0
64,0.624,3,0,0,3,5,9.0,0,6,0.0,20,0.0
65,0.899,0,0,3,2,5,16.0,2,1,4.0,144,0.0
5,0.92,1,1,3,3,5,21.0,1,5,4.0,80,0.0
5,0.92,1,0,3,2,5,7.0,3,5,4.0,55,0.0
64,0.624,3,1,1,3,5,1.0,7,5,1.0,55,1.0
4,0.804,2,0,3,2,5,18.0,3,5,3.0,37,1.0
15,0.743,1,0,3,3,5,6.0,3,5,5.0,31,0.0
64,0.624,3,0,2,2,5,14.0,0,6,5.0,154,1.0
64,0.624,3,1,0,3,5,2.0,0,6,0.0,134,0.0
5,0.92,1,0,3,2,5,4.0,3,5,4.0,22,0.0
74,0.893,3,1,3,3,4,9.0,8,5,4.0,14,0.0
55,0.878,1,0,3,2,5,4.0,8,5,1.0,30,0.0
5,0.92,1,0,3,2,1,21.0,3,1,5.0,77,0.0
64,0.624,1,0,3,2,5,4.0,3,1,1.0,40,1.0
2,0.887,1,0,3,2,1,2.0,2,5,1.0,218,0.0
116,0.698,1,1,0,2,5,3.0,0,6,1.0,117,0.0
5,0.92,1,0,3,3,0,21.0,3,5,2.0,11,1.0
5,0.92,1,0,3,2,5,21.0,0,6,1.0,41,0.0
5,0.92,1,1,3,1,6,4.0,0,6,0.0,21,0.0
99,0.884,3,0,3,3,5,7.0,3,5,1.0,15,0.0
94,0.802,3,1,3,1,6,0.0,0,6,0.0,35,0.0
6,0.924,1,0,3,2,5,18.0,2,0,1.0,16,0.0
5,0.92,1,0,3,2,5,16.0,3,4,1.0,15,0.0
74,0.893,1,1,0,1,6,2.0,4,5,1.0,30,0.0
69,0.848,3,1,3,2,5,15.0,1,5,1.0,60,0.0
5,0.92,1,0,3,2,5,15.0,0,6,3.0,14,0.0
36,0.727,3,0,3,2,5,8.0,0,6,3.0,168,1.0
55,0.878,1,0,3,2,5,11.0,0,6,1.0,8,0.0
85,0.8959999999999999,1,0,3,3,2,18.0,7,2,3.0,65,0.0
30,0.897,3,0,1,3,5,4.0,1,1,1.0,105,0.0
13,0.926,1,0,3,3,5,7.0,4,5,1.0,43,0.0
78,0.8270000000000001,1,1,3,4,5,21.0,0,6,5.0,16,0.0
64,0.624,3,0,0,2,5,1.0,6,5,0.0,131,0.0
5,0.92,1,1,0,1,6,9.0,0,6,0.0,55,1.0
13,0.926,1,1,0,2,5,11.0,0,6,2.0,33,1.0
41,0.6890000000000001,1,0,0,2,5,12.0,4,5,3.0,30,0.0
86,0.74,1,0,3,2,5,21.0,0,6,1.0,28,0.0
6,0.924,3,0,3,2,5,11.0,8,5,2.0,19,0.0
0,0.847,1,0,3,3,5,10.0,3,5,1.0,59,0.0
64,0.624,1,0,0,2,5,3.0,8,5,1.0,106,0.0
99,0.884,3,0,0,2,5,8.0,0,6,0.0,39,0.0
64,0.624,3,0,0,3,5,11.0,3,5,5.0,26,1.0
5,0.92,1,0,3,2,5,21.0,3,1,1.0,2,0.0
80,0.516,0,1,3,2,5,3.0,0,6,1.0,46,1.0
114,0.925,0,1,0,2,5,4.0,0,6,0.0,19,1.0
79,0.563,3,0,3,2,5,11.0,1,0,0.0,54,1.0
3,0.5579999999999999,1,0,0,2,5,1.0,2,5,1.0,64,1.0
49,0.92,3,0,0,3,5,8.0,0,4,5.0,35,0.0
39,0.555,1,0,3,3,5,12.0,1,5,1.0,25,0.0
13,0.926,1,0,3,2,5,10.0,2,1,2.0,14,0.0
64,0.624,3,1,0,2,5,3.0,0,6,0.0,74,0.0
5,0.92,0,0,3,2,2,2.0,4,5,1.0,72,0.0
4,0.804,0,0,3,2,5,5.0,3,5,0.0,62,0.0
5,0.92,1,0,3,2,5,21.0,0,6,5.0,5,1.0
103,0.939,1,0,3,2,5,20.0,6,5,5.0,26,0.0
5,0.92,1,0,3,4,5,21.0,8,5,5.0,74,0.0
64,0.624,0,1,0,2,5,0.0,8,5,4.0,66,1.0
5,0.92,0,0,0,2,5,7.0,3,2,4.0,157,1.0
46,0.7659999999999999,0,0,3,3,5,14.0,4,5,1.0,112,0.0
48,0.91,1,0,3,3,5,21.0,4,5,1.0,88,1.0
90,0.775,0,0,3,2,5,7.0,4,5,3.0,96,1.0
5,0.92,1,0,1,2,5,8.0,0,6,1.0,19,1.0
48,0.91,0,1,3,3,1,21.0,0,6,1.0,63,1.0
6,0.924,1,1,0,2,5,7.0,3,5,4.0,53,0.0
5,0.92,1,1,3,2,5,21.0,3,5,5.0,28,1.0
91,0.913,1,0,3,2,5,9.0,6,5,4.0,54,0.0
13,0.926,1,0,3,1,6,9.0,8,5,2.0,106,0.0
5,0.92,1,0,3,2,5,3.0,2,5,1.0,16,0.0
48,0.91,1,0,3,2,5,16.0,0,6,2.0,45,0.0
4,0.804,1,0,3,3,5,8.0,2,5,1.0,2,0.0
48,0.91,1,0,3,1,6,8.0,1,0,1.0,166,0.0
30,0.897,1,0,3,2,2,5.0,4,5,2.0,96,0.0
48,0.91,0,0,3,3,5,15.0,6,5,2.0,112,0.0
1,0.895,1,1,0,3,5,10.0,4,4,2.0,94,0.0
103,0.939,1,1,3,1,6,19.0,0,6,5.0,56,0.0
4,0.804,2,1,0,1,6,2.0,8,5,2.0,15,0.0
49,0.92,1,0,3,2,5,15.0,5,5,1.0,15,0.0
64,0.624,3,1,0,1,6,7.0,0,6,0.0,76,0.0
49,0.92,1,1,3,1,6,4.0,0,6,0.0,37,0.0
5,0.92,3,0,3,2,5,15.0,6,2,2.0,11,0.0
89,0.866,1,1,0,3,5,5.0,2,4,1.0,31,0.0
95,0.855,1,0,0,3,5,14.0,2,5,5.0,30,0.0
49,0.92,1,0,0,2,5,3.0,1,6,1.0,56,0.0
31,0.836,3,0,3,2,5,8.0,8,5,1.0,130,0.0
4,0.804,1,1,0,1,6,8.0,0,6,1.0,64,0.0
64,0.624,3,0,3,2,5,3.0,0,6,2.0,62,0.0
3,0.5579999999999999,1,0,0,2,5,4.0,3,5,1.0,104,1.0
51,0.903,1,0,3,2,5,6.0,5,5,0.0,60,0.0
95,0.855,1,1,3,-1,6,2.0,0,6,1.0,130,0.0
104,0.698,1,0,3,3,5,7.0,8,5,3.0,48,0.0
101,0.754,1,0,1,2,5,21.0,4,5,1.0,68,1.0
2,0.887,3,1,0,1,6,9.0,0,6,0.0,13,0.0
21,0.738,1,0,3,2,2,2.0,4,5,1.0,12,0.0
64,0.624,3,0,3,2,5,0.0,2,5,1.0,18,1.0
64,0.624,1,1,3,2,5,3.0,4,2,1.0,39,1.0
5,0.92,3,1,3,2,5,3.0,4,0,0.0,109,0.0
64,0.624,3,1,0,2,5,12.0,0,6,0.0,57,1.0
5,0.92,1,0,3,2,3,18.0,4,0,5.0,166,0.0
64,0.624,3,0,0,3,5,5.0,0,6,1.0,188,1.0
112,0.923,1,0,3,2,5,11.0,3,1,2.0,152,0.0
13,0.926,3,0,3,3,5,11.0,3,5,4.0,86,0.0
64,0.624,3,0,3,3,5,5.0,0,6,1.0,162,1.0
116,0.698,3,0,3,2,5,2.0,1,5,0.0,134,1.0
64,0.624,1,0,3,2,5,6.0,3,5,4.0,99,1.0
91,0.913,3,0,3,3,0,4.0,5,5,1.0,194,0.0
42,0.698,1,0,3,2,5,3.0,0,6,2.0,121,0.0
5,0.92,1,0,3,2,5,12.0,4,5,5.0,9,1.0
64,0.624,1,0,3,2,5,6.0,8,5,1.0,56,1.0
70,0.939,3,0,3,1,6,6.0,3,5,0.0,2,0.0
5,0.92,1,0,3,2,5,20.0,4,2,2.0,56,0.0
13,0.926,1,0,3,2,5,16.0,3,5,5.0,46,0.0
5,0.92,1,0,3,2,5,21.0,1,5,5.0,12,0.0
48,0.91,1,0,3,2,5,8.0,6,5,1.0,32,0.0
73,0.4479999999999999,3,1,0,2,5,2.0,0,6,0.0,43,1.0
64,0.624,1,0,3,2,5,13.0,2,5,3.0,42,1.0
30,0.897,1,0,3,2,5,12.0,3,6,3.0,6,0.0
48,0.91,1,1,3,1,6,2.0,0,5,0.0,35,0.0
64,0.624,1,0,3,2,5,19.0,7,5,1.0,117,0.0
78,0.8270000000000001,1,0,3,2,5,21.0,6,5,2.0,52,1.0
70,0.939,1,0,3,2,5,11.0,3,5,4.0,6,0.0
5,0.92,1,0,3,2,4,14.0,6,5,5.0,80,0.0
93,0.6659999999999999,1,0,3,2,5,10.0,1,2,1.0,74,0.0
41,0.6890000000000001,3,1,2,-1,6,4.0,0,6,0.0,8,0.0
3,0.5579999999999999,1,1,2,2,5,3.0,4,5,1.0,109,1.0
82,0.89,1,0,0,2,5,6.0,4,6,1.0,28,0.0
5,0.92,1,0,3,2,5,18.0,1,5,2.0,81,0.0
5,0.92,1,0,3,2,5,13.0,8,5,3.0,190,0.0
69,0.848,3,0,3,2,5,9.0,0,6,1.0,51,0.0
48,0.91,1,0,3,2,5,21.0,6,5,5.0,68,1.0
66,0.698,3,1,3,1,6,0.0,0,6,1.0,42,1.0
5,0.92,1,0,3,2,5,6.0,0,6,3.0,6,1.0
5,0.92,3,1,3,-1,6,9.0,6,2,5.0,13,0.0
65,0.899,1,0,3,2,5,16.0,6,5,1.0,30,0.0
4,0.804,1,0,3,2,5,10.0,7,5,5.0,85,0.0
5,0.92,0,1,3,2,5,5.0,3,4,1.0,6,0.0
64,0.624,1,1,0,1,6,2.0,0,6,0.0,51,1.0
5,0.92,3,0,3,2,2,2.0,3,1,1.0,13,0.0
94,0.802,1,0,3,2,5,11.0,1,5,2.0,26,0.0
64,0.624,1,1,3,1,6,1.0,0,6,0.0,69,1.0
48,0.91,1,0,3,2,5,7.0,6,5,1.0,4,0.0
13,0.926,1,0,3,2,5,12.0,1,5,1.0,22,0.0
2,0.887,1,0,3,1,6,21.0,0,6,1.0,83,1.0
5,0.92,1,1,0,2,5,0.0,0,6,0.0,77,0.0
5,0.92,0,0,3,3,5,15.0,6,6,5.0,106,0.0
48,0.91,1,0,3,1,6,9.0,3,6,1.0,50,0.0
39,0.555,1,0,3,2,1,4.0,0,6,0.0,27,1.0
13,0.926,1,1,0,2,5,2.0,1,5,1.0,165,0.0
78,0.8270000000000001,1,1,0,2,5,2.0,3,5,1.0,20,0.0
6,0.924,1,0,3,2,3,5.0,3,6,1.0,288,0.0
5,0.92,1,0,3,2,5,21.0,6,5,1.0,34,0.0
64,0.624,3,0,3,3,5,10.0,0,6,1.0,42,1.0
48,0.91,3,1,3,1,6,2.0,0,6,0.0,43,1.0
48,0.91,1,0,3,2,5,21.0,7,5,5.0,7,0.0
57,0.764,1,0,3,2,5,4.0,2,5,1.0,78,1.0
5,0.92,0,0,3,3,5,15.0,5,1,1.0,15,1.0
104,0.698,1,0,3,2,5,7.0,8,5,0.0,139,0.0
5,0.92,1,0,3,2,5,21.0,7,5,1.0,8,0.0
5,0.92,1,0,3,4,5,21.0,8,4,2.0,80,0.0
36,0.727,3,0,3,3,5,7.0,3,5,3.0,300,0.0
84,0.493,3,1,1,2,5,0.0,0,6,1.0,92,1.0
93,0.6659999999999999,1,0,3,2,5,10.0,4,5,5.0,33,0.0
121,0.949,0,0,3,3,5,6.0,8,4,1.0,3,0.0
11,0.55,3,1,3,3,4,6.0,0,6,1.0,21,1.0
5,0.92,1,1,3,2,5,12.0,5,5,1.0,336,0.0
5,0.92,0,1,0,1,6,5.0,7,6,1.0,30,0.0
85,0.8959999999999999,1,0,3,2,5,8.0,6,5,5.0,50,0.0
116,0.698,0,1,0,2,5,2.0,0,5,0.0,42,0.0
69,0.848,1,1,3,3,5,12.0,0,6,2.0,17,1.0
5,0.92,1,0,3,2,5,10.0,1,5,2.0,46,1.0
11,0.55,1,1,0,1,6,3.0,0,6,0.0,19,0.0
13,0.926,1,0,3,2,5,21.0,8,5,3.0,4,0.0
13,0.926,2,1,3,3,5,7.0,8,5,1.0,48,0.0
13,0.926,3,1,3,2,0,21.0,0,6,3.0,24,0.0
5,0.92,3,0,1,2,5,6.0,0,6,0.0,194,1.0
5,0.92,3,0,3,2,5,21.0,8,4,2.0,130,0.0
64,0.624,3,1,3,2,3,0.0,0,6,1.0,20,1.0
5,0.92,1,0,3,2,5,11.0,4,5,1.0,4,0.0
